Lokalita,Slovenský názov,Latinský názov,Lokalita_druh,Lat,Lon,Početnosť,"Min, Hg (mg/kg SH)","Max, Hg (mg/kg SH)2","Min, THQ","Max, THQ2","Min, MSCQ (g/osoba/deň)","Max, MSCQ (g/osoba/deň)2",Hgmin-max (mg/kg SH),THQmin-max,MSCQmin-max (g/osoba/deň ČH),Link,Foto
Hriňová_Skalisko,Kuriatko jedlé,Cantharellus cibarius,Hriňová_Skalisko: Kuriatko jedlé,"48,578845","19,548065",6,"0,030861","0,052707","0,002019","0,003448","3 984,290512","6 804,704967","0,031 - 0,053","0,002 - 0,003","3984,3 - 6804,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Hronec_SKI,Kuriatko jedlé,Cantharellus cibarius,Hronec_SKI: Kuriatko jedlé,"48,781742","19,585196",3,"0,241569","0,321587","0,015802","0,021036","653,011471","869,316841","0,242 - 0,322","0,016 - 0,021","653 - 869,3",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Huty_koliba,Kuriatko jedlé,Cantharellus cibarius,Huty_koliba: Kuriatko jedlé,"49,211120","19,574220",5,"0,058482","2,615560","0,003826","0,171094","80,288734","3 590,848466","0,058 - 2,616","0,004 - 0,171","80,3 - 3590,8",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Jakubovany_vodopád,Kuriatko jedlé,Cantharellus cibarius,Jakubovany_vodopád: Kuriatko jedlé,"49,133343","19,745688",3,"0,221533","0,494522","0,014491","0,032349","424,652493","947,940036","0,222 - 0,495","0,014 - 0,032","424,7 - 947,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Jedľové Kostoľany,Kuriatko jedlé,Cantharellus cibarius,Jedľové Kostoľany: Kuriatko jedlé,"48,469250","18,463430",8,"0,047295","0,377353","0,003094","0,024684","556,508097","4 440,215668","0,047 - 0,377","0,003 - 0,025","556,5 - 4440,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Jelšava_hrad,Kuriatko jedlé,Cantharellus cibarius,Jelšava_hrad: Kuriatko jedlé,"48,636360","20,204490",5,"0,046968","0,191586","0,003072","0,012532","1 096,113495","4 471,129280","0,047 - 0,192","0,003 - 0,013","1096,1 - 4471,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Jelšava-Lubeník_Chyžné,Kuriatko jedlé,Cantharellus cibarius,Jelšava-Lubeník_Chyžné: Kuriatko jedlé,"48,689240","20,213920",3,"0,028000","0,043000","0,001832","0,002813","4 883,720930","7 500,000000","0,028 - 0,043","0,002 - 0,003","4883,7 - 7500",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Klátová Nová Ves,Kuriatko jedlé,Cantharellus cibarius,Klátová Nová Ves: Kuriatko jedlé,"48,543880","18,311370",2,"0,060220","0,868406","0,003939","0,056806","241,822373","3 487,213550","0,06 - 0,868","0,004 - 0,057","241,8 - 3487,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Klubina - Klubinský dvor,Kuriatko jedlé,Cantharellus cibarius,Klubina - Klubinský dvor: Kuriatko jedlé,"49,388687","18,962734",5,"0,034620","0,064733","0,002265","0,004234","3 244,094975","6 065,857886","0,035 - 0,065","0,002 - 0,004","3244,1 - 6065,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Kolačkov,Kuriatko jedlé,Cantharellus cibarius,Kolačkov: Kuriatko jedlé,"49,235870","20,641450",10,"0,026751","0,290624","0,001750","0,019011","722,583132","7 850,173825","0,027 - 0,291","0,002 - 0,019","722,6 - 7850,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Kostoľany pod Tribečom,Kuriatko jedlé,Cantharellus cibarius,Kostoľany pod Tribečom: Kuriatko jedlé,"48,425230","18,207770",2,"0,307364","0,377746","0,020106","0,024710","555,929116","683,229005","0,307 - 0,378","0,02 - 0,025","555,9 - 683,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Králiky_SKI,Kuriatko jedlé,Cantharellus cibarius,Králiky_SKI: Kuriatko jedlé,"48,738245","19,013668",6,"0,009614","0,165962","0,000629","0,010856","1 265,349899","21 843,145410","0,01 - 0,166","0,001 - 0,011","1265,3 - 21843,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Kráľovce - Krnišov_kameňolom,Kuriatko jedlé,Cantharellus cibarius,Kráľovce - Krnišov_kameňolom: Kuriatko jedlé,"48,326200","18,986500",1,"0,344209","0,344209","0,022516","0,022516","610,094448","610,094448","0,344 - 0,344","0,023 - 0,023","610,1 - 610,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Látky_sedlo Prašivá,Kuriatko jedlé,Cantharellus cibarius,Látky_sedlo Prašivá: Kuriatko jedlé,"48,600985","19,662733",4,"0,033142","0,039041","0,002168","0,002554","5 378,960580","6 336,370768","0,033 - 0,039","0,002 - 0,003","5379 - 6336,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Lehota pod Vtáčnikom_Sekaniny,Kuriatko jedlé,Cantharellus cibarius,Lehota pod Vtáčnikom_Sekaniny: Kuriatko jedlé,"48,672370","18,621050",1,"0,072239","0,072239","0,004725","0,004725","2 907,016985","2 907,016985","0,072 - 0,072","0,005 - 0,005",2907 - 2907,https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Liptovská Lúžna,Kuriatko jedlé,Cantharellus cibarius,Liptovská Lúžna: Kuriatko jedlé,"48,946734","19,359311",5,"0,024028","0,224046","0,001572","0,014656","937,307517","8 739,803563","0,024 - 0,224","0,002 - 0,015","937,3 - 8739,8",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Liptovská Lúžna_ráztoky,Kuriatko jedlé,Cantharellus cibarius,Liptovská Lúžna_ráztoky: Kuriatko jedlé,"48,954904","19,305107",5,"0,020120","0,209566","0,001316","0,013708","1 002,070947","10 437,375750","0,02 - 0,21","0,001 - 0,014","1002,1 - 10437,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Ľubietová_hospic,Kuriatko jedlé,Cantharellus cibarius,Ľubietová_hospic: Kuriatko jedlé,"48,732030","19,407550",5,"0,034431","0,093839","0,002252","0,006138","2 237,875510","6 099,154831","0,034 - 0,094","0,002 - 0,006","2237,9 - 6099,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Lukov - Malcov,Kuriatko jedlé,Cantharellus cibarius,Lukov - Malcov: Kuriatko jedlé,"49,284355","21,060057",4,"0,025574","0,072067","0,001673","0,004714","2 913,955070","8 211,464769","0,026 - 0,072","0,002 - 0,005","2914 - 8211,5",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Malý Lipník,Kuriatko jedlé,Cantharellus cibarius,Malý Lipník: Kuriatko jedlé,"49,328320","20,798980",5,"0,045947","0,239443","0,003006","0,015663","877,035453","4 570,483383","0,046 - 0,239","0,003 - 0,016","877 - 4570,5",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Markušovce_odkalisko,Kuriatko jedlé,Cantharellus cibarius,Markušovce_odkalisko: Kuriatko jedlé,"48,901920","20,647530",2,"1,846818","8,269347","0,120807","0,540929","25,394992","113,709093","1,847 - 8,269","0,121 - 0,541","25,4 - 113,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Michalková,Kuriatko jedlé,Cantharellus cibarius,Michalková: Kuriatko jedlé,"48,506366","19,140083",1,"0,030259","0,030259","0,001979","0,001979","6 940,083942","6 940,083942","0,03 - 0,03","0,002 - 0,002","6940,1 - 6940,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Mníšek nad Popradom_cintorín,Kuriatko jedlé,Cantharellus cibarius,Mníšek nad Popradom_cintorín: Kuriatko jedlé,"49,415316","20,714786",5,"0,454424","0,698609","0,029726","0,045699","300,597330","462,123479","0,454 - 0,699","0,03 - 0,046","300,6 - 462,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Moštenica,Kuriatko jedlé,Cantharellus cibarius,Moštenica: Kuriatko jedlé,"48,493125","19,151511",3,"0,028595","0,140189","0,001871","0,009170","1 497,977730","7 343,941248","0,029 - 0,14","0,002 - 0,009","1498 - 7343,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Muránska Planina - Veľký Cigáň,Kuriatko jedlé,Cantharellus cibarius,Muránska Planina - Veľký Cigáň: Kuriatko jedlé,"48,796135","19,974375",2,"0,033417","1,077701","0,002186","0,070496","194,859242","6 284,226591","0,033 - 1,078","0,002 - 0,07","194,9 - 6284,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Nižná boca_vysielač,Kuriatko jedlé,Cantharellus cibarius,Nižná boca_vysielač: Kuriatko jedlé,"48,952270","19,764820",10,"0,060104","0,210125","0,003932","0,013745","999,405116","3 493,943831","0,06 - 0,21","0,004 - 0,014","999,4 - 3493,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Nižné Ružbachy,Kuriatko jedlé,Cantharellus cibarius,Nižné Ružbachy: Kuriatko jedlé,"49,286130","20,555480",5,"0,048506","0,651080","0,003173","0,042590","322,541009","4 329,361316","0,049 - 0,651","0,003 - 0,043","322,5 - 4329,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Nižnoslanská Baňa_odkalisko,Kuriatko jedlé,Cantharellus cibarius,Nižnoslanská Baňa_odkalisko: Kuriatko jedlé,"48,739080","20,425680",1,"0,085126","0,085126","0,005568","0,005568","2 466,931372","2 466,931372","0,085 - 0,085","0,006 - 0,006","2466,9 - 2466,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Osturňa,Kuriatko jedlé,Cantharellus cibarius,Osturňa: Kuriatko jedlé,"49,327048","20,188124",8,"0,013889","0,031528","0,000909","0,002062","6 660,746004","15 119,879040","0,014 - 0,032","0,001 - 0,002","6660,7 - 15119,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Pača,Kuriatko jedlé,Cantharellus cibarius,Pača: Kuriatko jedlé,"48,686291","20,613893",6,"0,084879","0,237519","0,005552","0,015537","884,139795","2 474,110204","0,085 - 0,238","0,006 - 0,016","884,1 - 2474,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Podháj - Podstráne,Kuriatko jedlé,Cantharellus cibarius,Podháj - Podstráne: Kuriatko jedlé,"49,083730","18,866088",2,"0,075643","0,081537","0,004948","0,005334","2 575,517863","2 776,198723","0,076 - 0,082","0,005 - 0,005","2575,5 - 2776,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Podzámčok,Kuriatko jedlé,Cantharellus cibarius,Podzámčok: Kuriatko jedlé,"48,500720","19,117150",3,"0,047748","0,620050","0,003123","0,040560","338,682364","4 398,089972","0,048 - 0,62","0,003 - 0,041","338,7 - 4398,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Podzámčok - Burzovo,Kuriatko jedlé,Cantharellus cibarius,Podzámčok - Burzovo: Kuriatko jedlé,"48,530460","19,123104",10,"0,025450","0,221980","0,001665","0,014521","946,031174","8 251,473477","0,025 - 0,222","0,002 - 0,015","946 - 8251,5",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Pohorelá-Rácovo,Kuriatko jedlé,Cantharellus cibarius,Pohorelá-Rácovo: Kuriatko jedlé,"48,825868","20,003115",3,"0,027648","0,060131","0,001809","0,003933","3 492,374981","7 595,486111","0,028 - 0,06","0,002 - 0,004","3492,4 - 7595,5",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Polgrúň,Kuriatko jedlé,Cantharellus cibarius,Polgrúň: Kuriatko jedlé,"49,438327","18,672630",1,"0,141447","0,141447","0,009253","0,009253","1 484,655030","1 484,655030","0,141 - 0,141","0,009 - 0,009","1484,7 - 1484,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Poráč_pod Svinským hrbom,Kuriatko jedlé,Cantharellus cibarius,Poráč_pod Svinským hrbom: Kuriatko jedlé,"48,875731","20,718835",3,"0,111748","0,392495","0,007310","0,025675","535,038663","1 879,228264","0,112 - 0,392","0,007 - 0,026","535 - 1879,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Predná Hora_chata 2,Kuriatko jedlé,Cantharellus cibarius,Predná Hora_chata 2: Kuriatko jedlé,"48,758976","20,102834",1,"0,215431","0,215431","0,014092","0,014092","974,790072","974,790072","0,215 - 0,215","0,014 - 0,014","974,8 - 974,8",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Pribylina_chata Srdiečko,Kuriatko jedlé,Cantharellus cibarius,Pribylina_chata Srdiečko: Kuriatko jedlé,"49,119225","19,853612",2,"0,056049","0,101929","0,003666","0,006668","2 060,257630","3 746,721619","0,056 - 0,102","0,004 - 0,007","2060,3 - 3746,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Raková_chata Korcháň,Kuriatko jedlé,Cantharellus cibarius,Raková_chata Korcháň: Kuriatko jedlé,"49,476232","18,690995",6,"0,042350","1,396630","0,002770","0,091359","150,361943","4 958,677686","0,042 - 1,397","0,003 - 0,091","150,4 - 4958,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Raková_Krížkovci,Kuriatko jedlé,Cantharellus cibarius,Raková_Krížkovci: Kuriatko jedlé,"49,486958","18,686910",8,"0,039163","0,107192","0,002562","0,007012","1 959,101425","5 362,204121","0,039 - 0,107","0,003 - 0,007","1959,1 - 5362,2",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Skýcov_2,Kuriatko jedlé,Cantharellus cibarius,Skýcov_2: Kuriatko jedlé,"48,534370","18,482570",1,"0,416757","0,416757","0,027262","0,027262","503,890757","503,890757","0,417 - 0,417","0,027 - 0,027","503,9 - 503,9",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Slovinky,Kuriatko jedlé,Cantharellus cibarius,Slovinky: Kuriatko jedlé,"48,889860","20,868580",1,"0,310030","0,310030","0,020280","0,020280","677,353805","677,353805","0,31 - 0,31","0,02 - 0,02","677,4 - 677,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Smolník - Štóske sedlo,Kuriatko jedlé,Cantharellus cibarius,Smolník - Štóske sedlo: Kuriatko jedlé,"48,722918","20,762127",8,"0,064846","0,415300","0,004242","0,027166","505,658560","3 238,441847","0,065 - 0,415","0,004 - 0,027","505,7 - 3238,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Stráňany,Kuriatko jedlé,Cantharellus cibarius,Stráňany: Kuriatko jedlé,"49,372817","20,560452",5,"0,038295","0,078860","0,002505","0,005159","2 662,946995","5 483,744614","0,038 - 0,079","0,003 - 0,005","2662,9 - 5483,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Šachtička,Kuriatko jedlé,Cantharellus cibarius,Šachtička: Kuriatko jedlé,"48,803309","19,150328",1,"0,378518","0,378518","0,024760","0,024760","554,795281","554,795281","0,379 - 0,379","0,025 - 0,025","554,8 - 554,8",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Šarišské Čierne,Kuriatko jedlé,Cantharellus cibarius,Šarišské Čierne: Kuriatko jedlé,"49,328588","21,393546",1,"3,512490","3,512490","0,229765","0,229765","59,786647","59,786647","3,512 - 3,512","0,23 - 0,23","59,8 - 59,8",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Šášovské Podhradie_hrad,Kuriatko jedlé,Cantharellus cibarius,Šášovské Podhradie_hrad: Kuriatko jedlé,"48,579320","18,908380",1,"0,023576","0,023576","0,001542","0,001542","8 907,363420","8 907,363420","0,024 - 0,024","0,002 - 0,002","8907,4 - 8907,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Šútovce,Kuriatko jedlé,Cantharellus cibarius,Šútovce: Kuriatko jedlé,"48,811820","18,536690",1,"0,312799","0,312799","0,020461","0,020461","671,357645","671,357645","0,313 - 0,313","0,02 - 0,02","671,4 - 671,4",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Tajov,Kuriatko jedlé,Cantharellus cibarius,Tajov: Kuriatko jedlé,"48,761910","19,044377",3,"0,020968","0,117849","0,001372","0,007709","1 781,941298","10 015,261350","0,021 - 0,118","0,001 - 0,008","1781,9 - 10015,3",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Tále_SKI,Kuriatko jedlé,Cantharellus cibarius,Tále_SKI: Kuriatko jedlé,"48,873270","19,588710",5,"0,007896","0,017498","0,000517","0,001145","12 001,371590","26 595,744680","0,008 - 0,017","0,001 - 0,001","12001,4 - 26595,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Veľká Franková_Hanušovské sedlo,Kuriatko jedlé,Cantharellus cibarius,Veľká Franková_Hanušovské sedlo: Kuriatko jedlé,"49,330043","20,314907",3,"0,036870","0,058348","0,002412","0,003817","3 599,095085","5 695,687551","0,037 - 0,058","0,002 - 0,004","3599,1 - 5695,7",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Veľká Lesná,Kuriatko jedlé,Cantharellus cibarius,Veľká Lesná: Kuriatko jedlé,"49,313056","20,443548",4,"0,017795","0,044934","0,001164","0,002939","4 673,521164","11 801,067720","0,018 - 0,045","0,001 - 0,003","4673,5 - 11801,1",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Železnô_vlek,Kuriatko jedlé,Cantharellus cibarius,Železnô_vlek: Kuriatko jedlé,"48,949149","19,399763",2,"0,032000","0,077000","0,002093","0,005037","2 727,272727","6 562,500000","0,032 - 0,077","0,002 - 0,005","2727,3 - 6562,5",https://www.nahuby.sk/atlas-hub/Cantharellus-cibarius/kuriatko-jedle/liska-obecna/ID231,
Liptovský Ján,Kuriatko jedlé ametystové,Cantharellus amethysteus,Liptovský Ján: Kuriatko jedlé ametystové,"49,039880","19,663980",4,"0,023165","0,070282","0,001515","0,004597","2 987,962779","9 065,400389","0,023 - 0,07","0,002 - 0,005","2988 - 9065,4",https://www.nahuby.sk/atlas-hub/Cantharellus-amethysteus/kuriatko-jedle-ametystove/liska-obecna-ametystova/ID228,
Železnô_vlek,Kuriatko jedlé ametystové,Cantharellus amethysteus,Železnô_vlek: Kuriatko jedlé ametystové,"48,949149","19,399763",4,"0,038000","0,046000","0,002486","0,003009","4 565,217391","5 526,315789","0,038 - 0,046","0,002 - 0,003","4565,2 - 5526,3",https://www.nahuby.sk/atlas-hub/Cantharellus-amethysteus/kuriatko-jedle-ametystove/liska-obecna-ametystova/ID228,
Kolačkov,Masliak duglaskový,Suillus lakei,Kolačkov: Masliak duglaskový,"49,235870","20,641450",4,"0,121710","0,299545","0,007962","0,019594","701,063279","1 725,412867","0,122 - 0,3","0,008 - 0,02","701,1 - 1725,4",https://www.nahuby.sk/atlas-hub/Suillus-lakei/masliak-duglaskovy/hrib-douglaskovy/ID880,
Malý Lipník,Masliak duglaskový,Suillus lakei,Malý Lipník: Masliak duglaskový,"49,328320","20,798980",5,"0,182656","0,417161","0,011948","0,027288","503,402763","1 149,702172","0,183 - 0,417","0,012 - 0,027","503,4 - 1149,7",https://www.nahuby.sk/atlas-hub/Suillus-lakei/masliak-duglaskovy/hrib-douglaskovy/ID880,
Nižné Ružbachy,Masliak duglaskový,Suillus lakei,Nižné Ružbachy: Masliak duglaskový,"49,286130","20,555480",4,"0,077543","0,314529","0,005072","0,020575","667,664985","2 708,174819","0,078 - 0,315","0,005 - 0,021","667,7 - 2708,2",https://www.nahuby.sk/atlas-hub/Suillus-lakei/masliak-duglaskovy/hrib-douglaskovy/ID880,
Bobrov,Masliak obyčajný,Suillus luteus,Bobrov: Masliak obyčajný,"49,480420","19,564330",7,"0,305826","0,497348","0,020005","0,032533","422,239559","686,664966","0,306 - 0,497","0,02 - 0,033","422,2 - 686,7",https://www.nahuby.sk/atlas-hub/Suillus-luteus/masliak-obycajny/klouzek-obecny/ID274,
Detvianska Huta - Komárno,Masliak obyčajný,Suillus luteus,Detvianska Huta - Komárno: Masliak obyčajný,"48,582204","19,601596",3,"0,122978","0,185917","0,008044","0,012162","1 129,536298","1 707,622502","0,123 - 0,186","0,008 - 0,012","1129,5 - 1707,6",https://www.nahuby.sk/atlas-hub/Suillus-luteus/masliak-obycajny/klouzek-obecny/ID274,
Detvienska Huta_Dobroč,Masliak obyčajný,Suillus luteus,Detvienska Huta_Dobroč: Masliak obyčajný,"48,527870","19,565150",9,"0,206880","1,729147","0,013533","0,113110","121,447164","1 015,081206","0,207 - 1,729","0,014 - 0,113","121,4 - 1015,1",https://www.nahuby.sk/atlas-hub/Suillus-luteus/masliak-obycajny/klouzek-obecny/ID274,
